DOW,dir,ROUTE,TRIPA,BLOCKA,VEHNOA,daymoyr,STOPA,QSTOPA,ANAME,HR,MIN,SEC,DHR,DMIN,DSEC,ON,OFF,LOAD,DLMILES,DLMIN,DLPMLS,DWTIME,DELTA,SCHTIM,SCHDEV
1,1,54,0338,054267,5904,04-Nov-2015,  62,  E35400,LIBERTY AVE AT PEARL ST,4,9,21,4,9,21,0,0,3,0.12,0.3,0.348,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  63,  E35270,LIBERTY AVE AT ELLA ST,4,10,23,4,10,24,1,0,4,0.13,0.8,0.397,0.02,40,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  64,  E38300,MAIN ST AT HOWLEY ST FS,4,11,17,4,11,17,0,0,4,0.09,1.1,0.379,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  65,  E38070,MAIN ST AT PENN AVE NS,4,11,46,4,11,46,0,0,4,0.11,0.4,0.455,0.00,0,410,1.77
1,1,54,0338,054267,5904,04-Nov-2015,  66,  E45610,PENN AVE AT 40TH ST,4,12,28,4,12,29,1,0,5,0.18,0.5,0.717,0.02,26,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  67,  E45602,PENN AVE AT 39TH ST,4,12,51,4,12,51,0,0,5,0.09,0.6,0.473,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  68,  E45590,PENN AVE AT 38TH ST,4,13,0,4,13,0,0,0,5,0.11,0.3,0.542,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  69,  E45570,PENN AVE AT 36TH ST,4,13,17,4,13,17,0,0,5,0.09,0.2,0.432,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  70,  E45780,PENN AVE AT BUTLER ST,4,13,44,4,13,44,0,0,5,0.20,0.4,0.977,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  71,  E45530,PENN AVE AT 32ND ST,4,14,57,4,14,57,0,0,5,0.19,1.1,0.966,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  72,  E45520,PENN AVE AT 31ST ST,4,15,27,4,15,27,0,0,5,0.18,0.7,0.905,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  73,  E45510,PENN AVE AT 30TH ST,4,15,43,4,15,43,0,0,5,0.11,0.3,0.532,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  74,  E45500,PENN AVE AT 29TH ST,4,16,2,4,16,4,0,1,4,0.10,0.3,0.521,0.03,39,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  75,  E45490,PENN AVE AT 28TH ST,4,16,22,4,16,22,0,0,4,0.09,0.3,0.357,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  76,  E45480,PENN AVE AT 27TH ST,4,16,34,4,16,34,0,0,4,0.11,0.2,0.441,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  77,  E00175,26TH ST AT PENN AVE FS,4,17,2,4,17,2,0,0,4,0.09,0.2,0.365,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  78,  E34950,LIBERTY AVE AT 25TH ST,4,17,24,4,17,24,0,0,4,0.15,0.6,0.590,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  79,  E34910,LIBERTY AVE AT 21ST ST,4,18,3,4,18,3,0,0,4,0.13,0.2,0.527,0.00,0,416,2.05
1,1,54,0338,054267,5904,04-Nov-2015,  80,  E34890,LIBERTY AVE AT 17TH ST,4,18,28,4,18,28,0,0,4,0.28,0.7,1.124,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  81,  E34870,LIBERTY AVE AT 16TH ST,4,18,44,4,18,44,0,0,4,0.11,0.2,0.432,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  83,  N14990,CHESTNUT ST AT PROGRESS ST F,4,19,50,4,19,53,0,2,2,0.50,0.8,2.016,0.05,77,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  84,  N17270,EAST OHIO ST AT CHESTNUT ST,4,20,47,4,20,47,0,0,2,0.11,1.0,0.220,0.00,0,419,1.78
1,1,54,0338,054267,5904,04-Nov-2015,  85,  N17430,EAST OHIO ST AT MIDDLE ST,4,21,34,4,21,34,0,0,2,0.19,1.0,0.375,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  86,  N17380,EAST OHIO ST AT JAMES ST,4,21,41,4,21,41,0,0,2,0.18,0.3,0.363,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  87,  N17250,EAST OHIO ST AT CEDAR AVE,4,21,53,4,21,53,0,0,2,0.06,0.2,0.115,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  88,  N13600,CEDAR AVE AT SUISMON ST,4,22,10,4,22,10,0,0,2,0.04,0.2,0.090,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  89,  N70000,NORTH AVE AT SANDUSKY ST,4,24,5,4,24,5,0,0,2,0.17,1.5,0.339,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  90,  N38740,NORTH AVE AT REDDOUR ST,4,24,50,4,24,56,0,2,0,0.25,1.0,0.504,0.10,108,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  91,  N05980,ARCH ST AT NORTH AVE FS,4,25,16,4,25,16,0,0,0,0.05,0.6,0.000,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  92,  N06020,ARCH ST OPP MERCY PROVIDENCE,4,25,39,4,25,39,0,0,0,0.03,0.2,0.000,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  93,  N06010,ARCH ST OPP ALLEGHENY MIDDLE,4,31,2,4,31,2,0,0,0,0.16,5.6,0.000,0.00,138,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  94,  N05990,ARCH ST AT RIDGE AVE,4,32,12,4,33,13,0,0,0,0.02,1.2,0.000,1.02,95,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  95,  N46030,RIDGE AVE AT WEST COMMONS,4,34,0,4,34,0,0,0,0,0.11,1.8,0.000,0.00,0,"9,999",99.00
1,1,54,0338,054267,5904,04-Nov-2015,  96,  N05000,CHILDRENS WAY,4,34,33,4,34,33,0,0,0,0.08,0.6,0.000,0.00,0,427,7.55
