"Plot Title: 5"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10164067, SEN S/N: 10164067)","RH, % (LGR S/N: 10164067, SEN S/N: 10164067)","Intensity, lum/ft² (LGR S/N: 10164067, SEN S/N: 10164067)","DewPt, °F (LGR S/N: 10164067, SEN S/N: 10164067)","Host Connected (LGR S/N: 10164067)","End Of File (LGR S/N: 10164067)"
1293,09/22/16 11:02:00 AM,73.602,64.861,129.3,61.446,,
1294,09/22/16 11:03:00 AM,73.645,64.624,128.5,61.389,,
1295,09/22/16 11:04:00 AM,73.774,64.697,128.5,61.542,,
1296,09/22/16 11:05:00 AM,73.904,63.711,128.5,61.250,,
1297,09/22/16 11:06:00 AM,73.904,63.651,130.0,61.225,,
1298,09/22/16 11:07:00 AM,73.861,64.312,130.0,61.462,,
1299,09/22/16 11:08:00 AM,73.947,63.897,149.8,61.369,,
1300,09/22/16 11:09:00 AM,73.990,63.962,135.1,61.437,,
1301,09/22/16 11:10:00 AM,74.034,64.117,146.9,61.545,,
1302,09/22/16 11:11:00 AM,74.120,63.944,135.9,61.554,,
1303,09/22/16 11:12:00 AM,74.163,64.190,204.7,61.698,,
1304,09/22/16 11:13:00 AM,74.295,63.626,160.0,61.583,,
1305,09/22/16 11:14:00 AM,74.295,64.293,133.7,61.866,,
1306,09/22/16 11:15:00 AM,74.338,63.903,132.9,61.741,,
1307,09/22/16 11:16:00 AM,74.338,63.752,133.7,61.678,,
1308,09/22/16 11:17:00 AM,74.381,64.149,135.1,61.887,,
1309,09/22/16 11:18:00 AM,74.381,64.301,133.7,61.950,,
1310,09/22/16 11:19:00 AM,74.381,64.210,136.6,61.912,,
1311,09/22/16 11:20:00 AM,74.554,63.135,136.6,61.619,,
1312,09/22/16 11:21:00 AM,74.554,62.709,136.6,61.435,,
1313,09/22/16 11:22:00 AM,74.597,63.442,144.6,61.792,,
1314,09/22/16 11:23:00 AM,74.640,63.780,141.7,61.977,,
1315,09/22/16 11:24:00 AM,74.640,63.992,138.8,62.067,,
1316,09/22/16 11:25:00 AM,74.640,63.810,136.6,61.990,,
1317,09/22/16 11:26:00 AM,74.727,63.424,138.8,61.907,,
1318,09/22/16 11:27:00 AM,74.899,63.652,140.3,62.170,,
1319,09/22/16 11:28:00 AM,74.856,63.406,138.1,62.022,,
1320,09/22/16 11:29:00 AM,74.986,61.956,138.1,61.518,,
1321,09/22/16 11:30:00 AM,74.986,62.383,136.6,61.705,,
1322,09/22/16 11:31:00 AM,74.986,63.114,138.8,62.020,,
1323,09/22/16 11:32:00 AM,75.029,62.783,140.3,61.920,,
1324,09/22/16 11:33:00 AM,75.074,62.543,141.0,61.857,,
1325,09/22/16 11:34:00 AM,75.074,63.152,141.0,62.119,,
1326,09/22/16 11:35:00 AM,75.117,63.004,143.2,62.098,,
1327,09/22/16 11:36:00 AM,75.117,63.186,142.5,62.175,,
1328,09/22/16 11:37:00 AM,75.117,63.278,141.7,62.215,,
1329,09/22/16 11:38:00 AM,75.074,63.334,142.5,62.199,,
1330,09/22/16 11:39:00 AM,75.117,62.425,141.7,61.846,,
1331,09/22/16 11:40:00 AM,75.204,61.853,141.7,61.678,,
1332,09/22/16 11:41:00 AM,75.247,62.376,141.0,61.948,,
1333,09/22/16 11:42:00 AM,75.290,62.289,144.6,61.950,,
1334,09/22/16 11:43:00 AM,75.290,62.197,144.6,61.911,,
1335,09/22/16 11:44:00 AM,75.376,61.808,146.1,61.822,,
1336,09/22/16 11:45:00 AM,75.420,62.087,146.1,61.986,,
1337,09/22/16 11:46:00 AM,75.463,62.457,143.9,62.188,,
1338,09/22/16 11:47:00 AM,75.463,61.418,144.6,61.732,,
1339,09/22/16 11:48:00 AM,75.508,62.034,144.6,62.044,,
1340,09/22/16 11:49:00 AM,75.594,61.705,144.6,61.983,,
1341,09/22/16 11:50:00 AM,75.724,60.460,146.9,61.549,,
1342,09/22/16 11:51:00 AM,75.724,61.258,146.1,61.907,,
1343,09/22/16 11:52:00 AM,75.767,60.832,146.9,61.758,,
1344,09/22/16 11:53:00 AM,75.898,60.475,145.4,61.720,,
1345,09/22/16 11:54:00 AM,75.985,59.498,146.9,61.356,,
1346,09/22/16 11:55:00 AM,76.028,60.210,148.3,61.723,,
1347,09/22/16 11:56:00 AM,76.071,60.029,146.9,61.682,,
1348,09/22/16 11:57:00 AM,76.203,58.373,147.6,61.039,,
1349,09/22/16 11:58:00 AM,76.114,59.910,147.6,61.668,,
1350,09/22/16 11:59:00 AM,76.158,59.297,147.6,61.428,,
1351,09/22/16 12:00:00 PM,76.158,60.283,149.0,61.878,,
1352,09/22/16 12:01:00 PM,76.158,60.314,147.6,61.893,,
1353,09/22/16 12:02:00 PM,76.158,60.621,146.9,62.031,,
1354,09/22/16 12:03:00 PM,76.114,60.617,148.3,61.988,,
1355,09/22/16 12:04:00 PM,76.203,60.533,157.1,62.033,,
1356,09/22/16 12:05:00 PM,76.203,60.564,148.3,62.047,,
1357,09/22/16 12:06:00 PM,76.246,59.952,151.2,61.810,,
1358,09/22/16 12:07:00 PM,76.203,60.318,149.0,61.936,,
1359,09/22/16 12:08:00 PM,76.203,60.471,152.0,62.004,,
1360,09/22/16 12:09:00 PM,76.158,60.560,151.2,62.004,,
1361,09/22/16 12:10:00 PM,76.158,59.883,152.0,61.696,,
1362,09/22/16 12:11:00 PM,76.158,60.406,153.4,61.934,,
1363,09/22/16 12:12:00 PM,76.158,60.529,151.2,61.990,,
1364,09/22/16 12:13:00 PM,76.158,60.252,155.6,61.866,,
1365,09/22/16 12:14:00 PM,76.246,58.996,154.2,61.371,,
1366,09/22/16 12:15:00 PM,76.289,59.524,154.2,61.655,,
1367,09/22/16 12:16:00 PM,76.289,59.987,154.9,61.867,,
1368,09/22/16 12:17:00 PM,76.289,60.387,156.4,62.049,,
1369,09/22/16 12:18:00 PM,76.375,60.948,154.9,62.384,,
1370,09/22/16 12:19:00 PM,76.419,58.392,154.2,61.254,,
1371,09/22/16 12:20:00 PM,76.464,59.323,154.9,61.727,,
1372,09/22/16 12:21:00 PM,76.507,59.203,156.4,61.713,,
1373,09/22/16 12:22:00 PM,76.725,58.542,159.3,61.608,,
1374,09/22/16 12:23:00 PM,76.681,59.249,161.5,61.898,,
1375,09/22/16 12:24:00 PM,76.725,58.975,162.2,61.812,,
1376,09/22/16 12:25:00 PM,76.768,59.288,164.4,61.997,,
1377,09/22/16 12:26:00 PM,76.725,59.253,168.1,61.939,,
1378,09/22/16 12:27:00 PM,76.725,58.046,175.4,61.376,,
1379,09/22/16 12:28:00 PM,76.854,58.584,184.2,61.752,,
1380,09/22/16 12:29:00 PM,77.029,58.908,193.0,62.067,,
1381,09/22/16 12:30:00 PM,77.117,58.885,201.1,62.137,,
1382,09/22/16 12:31:00 PM,77.160,59.012,210.6,62.238,,
1383,09/22/16 12:32:00 PM,77.160,58.981,221.6,62.224,,
1384,09/22/16 12:33:00 PM,77.247,57.344,251.6,61.533,,
1385,09/22/16 12:34:00 PM,77.378,58.132,330.7,62.029,,
1386,09/22/16 12:35:00 PM,77.596,55.311,349.0,60.867,,
1387,09/22/16 12:36:00 PM,77.770,57.356,335.1,62.029,,
1388,09/22/16 12:37:00 PM,78.033,57.565,856.6,62.375,,
1389,09/22/16 12:38:00 PM,78.733,55.653,2328.0,62.098,,
1390,09/22/16 12:39:00 PM,79.831,53.788,2998.9,62.175,,
1391,09/22/16 12:40:00 PM,81.023,48.836,2998.9,60.591,,
1392,09/22/16 12:41:00 PM,82.042,50.227,2998.9,62.310,,
1393,09/22/16 12:42:00 PM,83.109,49.275,2998.9,62.755,,
1394,09/22/16 12:43:00 PM,84.137,48.605,2998.9,63.313,,
1395,09/22/16 12:44:00 PM,85.082,47.990,2998.9,63.817,,
1396,09/22/16 12:45:00 PM,85.984,47.011,2998.9,64.056,,
1397,09/22/16 12:46:00 PM,86.799,46.674,2998.9,64.596,,
1398,09/22/16 12:47:00 PM,87.391,45.731,2998.9,64.553,,
1399,09/22/16 12:48:00 PM,87.985,42.372,2998.9,62.913,,
1400,09/22/16 12:49:00 PM,87.985,40.876,1866.6,61.889,,
1401,09/22/16 12:50:00 PM,87.483,43.829,948.9,63.424,,
1402,09/22/16 12:51:00 PM,87.210,42.820,1290.2,62.515,,
1403,09/22/16 12:52:00 PM,86.617,44.827,800.2,63.282,,
1404,09/22/16 12:53:00 PM,86.029,45.445,646.4,63.136,,
1405,09/22/16 12:54:00 PM,85.622,46.235,1607.3,63.257,,
1406,09/22/16 12:55:00 PM,85.307,46.834,2163.2,63.333,,
1407,09/22/16 12:56:00 PM,85.397,46.547,2998.9,63.241,,
1408,09/22/16 12:57:00 PM,86.029,45.772,2998.9,63.340,,
1409,09/22/16 12:58:00 PM,86.799,45.069,2998.9,63.601,,
1410,09/22/16 12:59:00 PM,87.620,42.978,2998.9,62.989,,
1411,09/22/16 01:00:00 PM,88.351,43.223,2998.9,63.810,,
1412,09/22/16 01:01:00 PM,89.132,42.210,2998.9,63.835,,
1413,09/22/16 01:02:00 PM,89.731,41.780,2998.9,64.080,,
1414,09/22/16 01:03:00 PM,90.286,39.875,2998.9,63.235,,
1415,09/22/16 01:04:00 PM,90.750,38.558,2998.9,62.685,,
1416,09/22/16 01:05:00 PM,91.076,37.024,2998.9,61.806,,
1417,09/22/16 01:06:00 PM,91.355,38.188,2998.9,62.944,,
1418,09/22/16 01:07:00 PM,91.589,38.740,2998.9,63.565,,
1419,09/22/16 01:08:00 PM,91.963,39.704,2998.9,64.607,,
1420,09/22/16 01:09:00 PM,92.433,35.535,2998.9,61.819,,
1421,09/22/16 01:10:00 PM,92.338,38.917,2998.9,64.362,,
1422,09/22/16 01:11:00 PM,92.574,39.470,2998.9,64.980,,
1423,09/22/16 01:12:00 PM,92.856,39.082,2998.9,64.944,,
1424,09/22/16 01:13:00 PM,93.139,38.828,2998.9,65.007,,
1425,09/22/16 01:14:00 PM,93.328,38.771,2998.9,65.131,,
1426,09/22/16 01:15:00 PM,93.423,36.506,2998.9,63.469,,
1427,09/22/16 01:16:00 PM,93.470,38.441,2998.9,65.008,,
1428,09/22/16 01:17:00 PM,93.659,35.156,2998.9,62.586,,
1429,09/22/16 01:18:00 PM,93.517,36.681,2998.9,63.691,,
1430,09/22/16 01:19:00 PM,93.564,37.566,2998.9,64.425,,
1431,09/22/16 01:20:00 PM,93.612,38.077,2998.9,64.859,,
1432,09/22/16 01:21:00 PM,93.612,38.178,2998.9,64.936,,
1433,09/22/16 01:22:00 PM,93.659,37.910,2998.9,64.773,,
1434,09/22/16 01:23:00 PM,93.612,35.869,2998.9,63.126,,
1435,09/22/16 01:24:00 PM,93.470,37.391,2998.9,64.206,,
1436,09/22/16 01:25:00 PM,93.375,37.589,2998.9,64.276,,
1437,09/22/16 01:26:00 PM,93.375,36.945,2998.9,63.774,,
1438,09/22/16 01:27:00 PM,93.234,37.141,2998.9,63.802,,
1439,09/22/16 01:28:00 PM,93.139,37.170,2998.9,63.741,,
1440,09/22/16 01:29:00 PM,92.997,37.264,2998.9,63.689,,
1441,09/22/16 01:30:00 PM,92.903,34.468,2903.0,61.353,,
1442,09/22/16 01:31:00 PM,92.480,35.946,2884.6,62.191,,
1443,09/22/16 01:32:00 PM,92.338,37.363,2872.2,63.185,,
1444,09/22/16 01:33:00 PM,92.151,37.556,2735.2,63.167,,
1445,09/22/16 01:34:00 PM,91.917,37.949,2687.6,63.261,,
1446,09/22/16 01:35:00 PM,91.542,38.131,2414.4,63.066,,
1447,09/22/16 01:36:00 PM,91.123,38.714,2223.3,63.131,,
1448,09/22/16 01:37:00 PM,90.703,39.295,1934.7,63.187,,
1449,09/22/16 01:38:00 PM,90.239,39.671,1413.2,63.048,,
1450,09/22/16 01:39:00 PM,89.776,38.167,849.2,61.529,,
1451,09/22/16 01:39:48 PM,,,,,Logged,
1452,09/22/16 01:40:00 PM,89.224,41.883,31.1,63.694,,
1453,09/22/16 01:41:00 PM,88.443,41.935,30.4,63.028,,
1454,09/22/16 01:42:00 PM,87.391,42.236,32.6,62.287,,
1455,09/22/16 01:43:00 PM,86.391,42.968,31.1,61.876,,
1456,09/22/16 01:44:00 PM,85.442,43.567,30.4,61.412,,
1457,09/22/16 01:45:00 PM,84.632,44.239,33.3,61.110,,
1458,09/22/16 01:46:00 PM,83.869,45.041,30.4,60.924,,
1459,09/22/16 01:47:00 PM,83.242,45.946,31.1,60.915,,
1460,09/22/16 01:48:00 PM,82.708,46.658,30.4,60.859,,
1461,09/22/16 01:49:00 PM,82.218,47.176,31.9,60.721,,
1462,09/22/16 01:50:00 PM,81.775,48.116,31.1,60.867,,
1463,09/22/16 01:51:00 PM,81.421,48.349,40.6,60.678,,
1464,09/22/16 01:52:00 PM,81.111,48.875,40.6,60.694,,
1465,09/22/16 01:53:00 PM,80.802,49.110,40.6,60.544,,
1466,09/22/16 01:54:00 PM,80.580,49.608,41.4,60.622,,
1467,09/22/16 01:55:00 PM,80.316,49.813,33.3,60.494,,
1468,09/22/16 01:56:00 PM,80.139,50.472,37.0,60.696,,
1469,09/22/16 01:57:00 PM,79.963,50.779,34.8,60.701,,
1470,09/22/16 01:58:00 PM,79.788,50.798,37.7,60.550,,
1471,09/22/16 01:59:00 PM,79.655,50.948,37.0,60.510,,
1472,09/22/16 02:00:00 PM,79.524,51.097,36.3,60.469,,
1473,09/22/16 02:01:00 PM,79.435,51.218,37.0,60.453,,
1474,09/22/16 02:02:00 PM,79.304,51.940,37.7,60.719,,
1475,09/22/16 02:03:00 PM,79.261,52.572,34.8,61.012,,
1476,09/22/16 02:04:00 PM,79.261,52.191,36.3,60.811,,
1477,09/22/16 02:05:00 PM,79.216,51.934,37.7,60.634,,
1478,09/22/16 02:06:00 PM,79.173,52.089,38.5,60.676,,
1479,09/22/16 02:07:00 PM,79.173,52.121,36.3,60.694,,
1480,09/22/16 02:08:00 PM,79.128,52.022,34.1,60.600,,
1481,09/22/16 02:09:00 PM,79.128,52.149,34.1,60.667,,
1482,09/22/16 02:10:00 PM,79.084,52.241,42.8,60.676,,
1483,09/22/16 02:11:00 PM,79.041,52.301,42.1,60.667,,
1484,09/22/16 02:12:00 PM,78.996,51.695,43.6,60.303,,
1485,09/22/16 02:13:00 PM,78.910,51.402,42.8,60.066,,
1486,09/22/16 02:14:00 PM,78.865,51.016,42.8,59.817,,
1487,09/22/16 02:15:00 PM,78.865,50.857,43.6,59.731,,
1488,09/22/16 02:16:00 PM,78.822,50.599,29.7,59.551,,
1489,09/22/16 02:17:00 PM,78.777,50.787,37.0,59.612,,
1490,09/22/16 02:18:00 PM,78.733,50.592,34.1,59.466,,
1491,09/22/16 02:19:00 PM,78.690,51.067,35.5,59.684,,
1492,09/22/16 02:20:00 PM,78.645,51.255,35.5,59.743,,
1493,09/22/16 02:21:00 PM,78.602,51.538,39.2,59.855,,
1494,09/22/16 02:22:00 PM,78.559,51.693,36.3,59.898,,
1495,09/22/16 02:23:00 PM,78.514,51.944,37.0,59.992,,
1496,09/22/16 02:24:00 PM,78.559,52.233,36.3,60.184,,
1497,09/22/16 02:25:00 PM,78.559,52.455,36.3,60.301,,Logged
